barcode,item_name,product_name,brand,category,quantity,unit,container_type,storage_area,source,source_url,match_score,search_term
0037946841169,smelt,"Pescanova, smelt headless",Pescanova,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0037946841169,95,smelt
0024463061095,sriracha,Sriracha Hot Chili Sauce,"Huy Fong Foods, Inc.",Condiment,1,item,bottle/jar,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0024463061095,95,sriracha
50184453,yeast,Yeast Extract,Marmite,Spice/Baking,1,item,bottle/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/50184453,95,yeast
0021511516873,ziti,Penne Ziti Rigati,Garofalo,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0021511516873,95,ziti
20037154,basil,Sauce tomate au basilic,Combino,Spice/Baking,1,item,bottle/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/20037154,85,basil
8480000058157,bratwurst,Salchichas cocidas de cerdo estilo Bratwurst,Hacendado,Protein,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/8480000058157,85,bratwurst
5060136255939,broccoli,"Marinated Tomato, Broccoli & Spinach Vegan Quiche",Higgidy,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/5060136255939,85,broccoli
20472610,cherries,Muesli Berries & Cherries,Simply Sumptuous,Fruit,1,item,bag/can,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/20472610,85,cherries
5051399182506,chickpeas,CHICKPEAS IN WATER,TESCO,Protein,1,can,can,pantry,Open Food Facts,https://world.openfoodfacts.org/product/5051399182506,85,chickpeas
5023762000113,currants,Fruity Black Currants,Rocks,Fruit,1,item,bag/can,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/5023762000113,85,currants
3179141394051,gelatin,gelatine,Vahiné,Spice/Baking,1,item,bottle/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/3179141394051,85,gelatin
6111251751338,grapes,Anti-Ox Nectar Red Grapes,VALENCIA ESSENTIEL,Fruit,1,item,bag/can,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/6111251751338,85,grapes
20398972,ham,Gebraden Ham / Jambon Rôti,Dulano Selection,Protein,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/20398972,85,ham
1301010310004,herring,Mar Herring w dill MSC,IKEA,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/1301010310004,85,herring
3155250358788,margarine,Margarine bio doux tartine & cuisson,Primevère,Dairy,1,item,carton,refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/3155250358788,85,margarine
01307610,mussels,Garlic butter Scottish mussels,Sainsbury's,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/01307610,85,mussels
50147588,mustard,Colman's English Mustard,Colman's,Condiment,1,item,bottle/jar,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/50147588,85,mustard
8076809582209,orzo,"Gran Cereale classico, Fiocchi d avena, farrone orzo",Gran Cereale,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/8076809582209,85,orzo
7610900037360,papaya,Mango Papaya Passion Fruit,Onken,Fruit,1,item,bag/can,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/7610900037360,85,papaya
5000227510066,parsnips,Honey Glazed Parsnips,"Aunt Bessie's, Birds Eye",Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/5000227510066,85,parsnips
5013635312160,peas,Chick Peas in Salted Water,KTC,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/5013635312160,85,peas
8480000167781,pimentos,Pimentos assados vermelhos e verdes,Hacendado,Canned Goods,1,can,can/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/8480000167781,85,pimentos
3175681170841,ravioli,"Ravioli au tofu, tomates, basilic",Céréales bio,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/3175681170841,85,ravioli
5000354909702,sage,Paxo Sage & Onion Stuffing Mix,Paxo,Spice/Baking,1,item,bottle/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/5000354909702,85,sage
8715035130104,salsa,Salsa di Soia,Kikkoman,Condiment,1,item,bottle/jar,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/8715035130104,85,salsa
3019081238643,sardines,Sardines Huile d'Olive Vierge Extra,PARMENTIER,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/3019081238643,85,sardines
00001295,soybeans,Feed Grade Soybeans,"H‑E‑B, Rural Route 1",Protein,1,can,can,pantry,Open Food Facts,https://world.openfoodfacts.org/product/00001295,85,soybeans
8001665705073,spinach,Rana spinach and ricotta fresh tortelloni,Rana,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/8001665705073,85,spinach
3259011142132,tempeh,Tempeh,Soy,Protein,1,can,can,pantry,Open Food Facts,https://world.openfoodfacts.org/product/3259011142132,85,tempeh
5050083459825,thyme,Thyme,Kellogg's,Spice/Baking,1,item,bottle/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/5050083459825,85,thyme
3240931548241,tortellini,Lustucru tortellini jambon cru 250g,"Lustucru, Lustucru selection",Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/3240931548241,85,tortellini
3265479724001,vinaigrette,Vinaigrette Balsamique Ciboulette - Echalotes,Puget,Condiment,1,item,bottle/jar,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/3265479724001,85,vinaigrette
0605388188335,canned black-eyed peas,Black Eyed Peas,Great Value,Canned Goods,1,can,can/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0605388188335,80,canned black-eyed peas
8004030022010,carrots,"Light Tuna Salad Corn with peas, carrots and black olives",RIO mare,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/8004030022010,80,carrots
0899764001640,frozen stir fry vegetables,Organic Riced Cauliflower Stir Fry,Tattooed Chef,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0899764001640,80,frozen stir fry vegetables
00921572,frozen sweet potato fries,Sweet Potato Fries,Trader Joe's,Frozen,1,item,bag/box,freezer,Open Food Facts,https://world.openfoodfacts.org/product/00921572,80,frozen sweet potato fries
0071710007085,macaroni and cheese noodles,Macaroni and Cheese,Our Specialty,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0071710007085,80,macaroni and cheese noodles
0037600246095,beef stew meat,Beef Stew Sm,Dinty Moore,Protein,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0037600246095,65,beef stew meat
0099482517533,canned coconut milk,Organic unsweetened coconut milk,Whole Foods,Fruit,1,item,bag/can,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0099482517533,65,canned coconut milk
0072940100942,canned enchilada sauce,Enchilada Sauce,Red Gold,Canned Goods,1,can,can/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0072940100942,65,canned enchilada sauce
0024000162957,canned lima beans,Green lima beans,"Del Monte, Del Monte Foods",Canned Goods,1,can,can/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0024000162957,65,canned lima beans
0039400017745,canned navy beans,Navy Beans,Bush's Best,Canned Goods,1,can,can/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0039400017745,65,canned navy beans
0039400018100,canned pinto beans,Pinto Beans,Bush's Best,Protein,1,can,can,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0039400018100,65,canned pinto beans
0046000821214,canned refried beans,Traditional Refried Beans,Old El Paso,Canned Goods,1,can,can/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0046000821214,65,canned refried beans
0096619977819,canned tuna in water,ALBACORE SOLID WHITE TUNA IN WATER,KIRKLAND,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0096619977819,65,canned tuna in water
0851552001195,dry split peas,Split peas,Westar,Protein,1,can,can,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0851552001195,65,dry split peas
0013120002861,frozen French fries,Crispy Crinkles French Fried Potatoes,Ore-Ida,Frozen,1,item,bag/box,freezer,Open Food Facts,https://world.openfoodfacts.org/product/0013120002861,65,frozen French fries
0891627009107,frozen butternut squash,Butternut Squash Ravioli,evol.,Frozen,1,item,bag/box,freezer,Open Food Facts,https://world.openfoodfacts.org/product/0891627009107,65,frozen butternut squash
0190569123125,frozen cauliflower rice,RICED VEGGIES CAULIFLOWER MEDLEY,Green Giant,Frozen,1,item,bag/box,freezer,Open Food Facts,https://world.openfoodfacts.org/product/0190569123125,65,frozen cauliflower rice
00881098,frozen chicken breasts,Breaded Chicken Tenderloin Breasts,Trader Joe's,Frozen,1,item,bag/box,freezer,Open Food Facts,https://world.openfoodfacts.org/product/00881098,65,frozen chicken breasts
0072745806568,frozen chicken nuggets,CHICKEN NUGGETS,Perdue,Protein,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0072745806568,65,frozen chicken nuggets
00754200,frozen chicken patties,Breakfast Sausage Patties,Trader Joe's,Protein,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/00754200,65,frozen chicken patties
0078742107172,frozen chicken thighs,Boneless Skinless Chicken Thighs,Great Value,Frozen,1,item,bag/box,freezer,Open Food Facts,https://world.openfoodfacts.org/product/0078742107172,65,frozen chicken thighs
0021908493886,frozen diced onions,"Mirepoix - Diced Onions, Celery, Carrots","Cascadian Farm, Cascadian Farm Organic",Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0021908493886,65,frozen diced onions
00989671,frozen fish sticks,Breaded Fish Sticks,Trader Joe's,Frozen,1,item,bag/box,freezer,Open Food Facts,https://world.openfoodfacts.org/product/00989671,65,frozen fish sticks
0097914090050,frozen ground turkey,Organic Ground Turkey,Koch's Turkey,Frozen,1,item,bag/box,freezer,Open Food Facts,https://world.openfoodfacts.org/product/0097914090050,65,frozen ground turkey
0076808003888,gluten-free pasta,Gluten Free Spaghetti,Barilla,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0076808003888,65,gluten-free pasta
0892241000686,green tea bags,Legends of china green tea,Uncle Lee's Tea Inc.,Beverage,1,item,bottle/box,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0892241000686,65,green tea bags
0856312002771,lactose-free milk,Reduced Fat ultra-filtered milk,fa!rlife,Dairy,1,item,carton,refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0856312002771,65,lactose-free milk
0030100545521,peanut butter crackers,TOAST & PEANUT BUTTER SANDWICH CRACKERS,Keebler,Snack,1,item,bag/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0030100545521,65,peanut butter crackers
0096619483556,plain Greek yogurt,organic GREEK YOGURT plain,KIRKLAND Signature,Dairy,1,item,carton,refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0096619483556,65,plain Greek yogurt
0041735253491,refrigerated pizza dough,Plain Pizza Dough Refrigerated,Market 32 by Price Chopper,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0041735253491,65,refrigerated pizza dough
0041570056189,vanilla almond milk,Almond Breeze almondmilk UNSWEETENED Vanilla,Blue Diamond Almonds,Dairy,1,item,carton,refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0041570056189,65,vanilla almond milk
0894700010434,whole milk yogurt,Greek Yogurt Whole Milk Plain,Chobani,Dairy,1,item,carton,refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0894700010434,65,whole milk yogurt
8402001010200,whole wheat pasta,Spaghetti integral,Hacendado,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/8402001010200,65,whole wheat pasta
5000157024671,canned baked beans,Beanz in a rich tomato sauce,Heinz,Canned Goods,1,can,can/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/5000157024671,55,canned baked beans
3270160743599,frozen fish fillets,Filet de Merlu blanc du Cap façon meunière,Picard,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/3270160743599,55,frozen fish fillets
00963824,prepared diced onions,Diced Yellow Onions,Trader Joe's,Deli/Prepared Ingredient,1,item,container,refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/00963824,55,prepared diced onions
0085239018590,prepared diced peppers,"Classic macaroni salad with sweet pickle relish, diced celery & bell peppers",,Deli/Prepared Ingredient,1,item,container,refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0085239018590,55,prepared diced peppers
8410505320145,textured vegetable protein,Soja Texturizada,luengo,Protein,1,can,can,pantry,Open Food Facts,https://world.openfoodfacts.org/product/8410505320145,55,textured vegetable protein
0819597010213,baking chocolate,100% Real Chocolate Morsels,Enjoy Life,Spice/Baking,1,item,bottle/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0819597010213,50,baking chocolate
0022592007014,bottled water,Bottled Spring Water,Ozarka,Beverage,1,item,bottle/box,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0022592007014,50,bottled water
0705599011610,cake mix,Power Cakes Flapjack & Waffle Mix Buttermilk,Kodiak,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0705599011610,50,cake mix
0096619488827,canned chicken,Chunk Chicken Breast,Kirkland Signature,Protein,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0096619488827,50,canned chicken
0064144282432,canned chili,Diced Tomatoes & Green Chilies,RO*TEL,Canned Goods,1,can,can/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0064144282432,50,canned chili
0086600702513,canned crab,White Crabmeat,Bumble Bee,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0086600702513,50,canned crab
0073230008511,canned oysters,Smoked Oysters,Crown Prince Natural,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0073230008511,50,canned oysters
0038900029708,canned peaches,diced peaches,Dole,Fruit,1,item,bag/can,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0038900029708,50,canned peaches
0064144043064,canned ravioli,Mini Ravioli Beef Ravioli in Tomato & Meat Sauce,Chef Boyardee,Canned Goods,1,can,can/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0064144043064,50,canned ravioli
0096619916146,canned salmon,Pink Salmon,Kirkland Signature,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0096619916146,50,canned salmon
0022392271851,canned shrimp,"Marka hipon brand, sauteed shrimp paste, spicy",Marka Hipon Brand,Canned Goods,1,can,can/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0022392271851,50,canned shrimp
0098308243236,chicken bouillon,Roasted Chicken Base,Better Than Bouillon,Canned Goods,1,can,can/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0098308243236,50,chicken bouillon
0028000466312,coffee beans,NESCAFÉ CLÁSICO,NESCAFÉ,Breakfast,1,item,box/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0028000466312,50,coffee beans
0044700092408,dill pickles,Kosher Dill Spears,claussen,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0044700092408,50,dill pickles
00646727,frozen acai,Organic Acai Bowl,Trader Joe's,Frozen,1,item,bag/box,freezer,Open Food Facts,https://world.openfoodfacts.org/product/00646727,50,frozen acai
0028989971951,frozen bacon,Vegetarian Bacon Strips,MorningStar Farms,Frozen,1,item,bag/box,freezer,Open Food Facts,https://world.openfoodfacts.org/product/0028989971951,50,frozen bacon
0078742054872,frozen cherries,Cherry Berry Blend,Great Value,Fruit,1,item,bag/can,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0078742054872,50,frozen cherries
0072655040045,frozen corn,Sweet corn elote bowl,Purple Carrot,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0072655040045,50,frozen corn
00510639,frozen edamame,Salted Edamame,Trader Joe's,Protein,1,can,can,pantry,Open Food Facts,https://world.openfoodfacts.org/product/00510639,50,frozen edamame
0850002949001,frozen falafel,Falafel Traditional,Afia,Protein,1,can,can,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0850002949001,50,frozen falafel
0078742237367,frozen peas,Sweet Peas,Great Value,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0078742237367,50,frozen peas
00559690,frozen peppers,ROASTED POTATOES WITH PEPPERS & ONIONS,Trader Joe's,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/00559690,50,frozen peppers
00479455,frozen ravioli,Thai Vegetable Gyoza,Trader Joe's,Frozen,1,item,bag/box,freezer,Open Food Facts,https://world.openfoodfacts.org/product/00479455,50,frozen ravioli
0807176711705,frozen wontons,Mini Wontons Chicken & Vegetable Dumplings,bibigo,Frozen,1,item,bag/box,freezer,Open Food Facts,https://world.openfoodfacts.org/product/0807176711705,50,frozen wontons
0818290015631,frozen yogurt,Vanilla Ice Cream,Chobani,Frozen,1,item,bag/box,freezer,Open Food Facts,https://world.openfoodfacts.org/product/0818290015631,50,frozen yogurt
0085239058275,nonstick spray,Olive Oil Nonstick Cooking Spray,Good & Gather,Condiment,1,item,bottle/jar,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0085239058275,50,nonstick spray
0850047220790,nut packs,Protein nut granola,Curtail,Snack,1,item,bag/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0850047220790,50,nut packs
20000691,raspberry jam,Raspberry conserve,Maribel,Breakfast,1,item,box/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/20000691,50,raspberry jam
3250540232677,red wine vinegar,Maille Vinaigre de Vin Rouge adouci au jus de raisin concentré 50cl,Maille,Condiment,1,item,bottle/jar,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/3250540232677,50,red wine vinegar
0889392010190,white sugar,PEACH VIBE SPARKLING WHITE PEACH EDITION,CELSIUS,Breakfast,1,item,box/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0889392010190,50,white sugar
0015000073602,whole turkey,Gerber sweet potato and turkey whole grain baby food,Gerber,Protein,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0015000073602,50,whole turkey
4088600065991,bread flour,White Sourdough,Specially Selected,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/4088600065991,40,bread flour
3083680918497,canned lentils,Cassegrain - Lentilles préparées 4/4,Cassegrain,Protein,1,can,can,pantry,Open Food Facts,https://world.openfoodfacts.org/product/3083680918497,40,canned lentils
3083681120684,canned mushrooms,Champi émincé sans sulfite 1/4x2,Bonduelle,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/3083681120684,40,canned mushrooms
3227291010113,canned potatoes,Pommes de Terre Entières,Lunor,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/3227291010113,40,canned potatoes
8410076601131,cereal bars,Crunchy avoine et miel,Nature ValleyGeneral Mills,Breakfast,1,item,box/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/8410076601131,40,cereal bars
0061232201948,cheese crackers,Cheese Oatcakes,nairn's,Snack,1,item,bag/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/0061232201948,40,cheese crackers
7614500010013,chocolate milk,toblerone,Toblerone,Dairy,1,item,carton,refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/7614500010013,40,chocolate milk
7613035530799,cocoa powder,NESQUIK Moins de Sucres,"Nestlé, Nesquik",Breakfast,1,item,box/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/7613035530799,40,cocoa powder
4056489759270,cooked shrimp,Crevettes cuites décortiquées,"Crusta C, Lidl",Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/4056489759270,40,cooked shrimp
3168930173199,corn tortillas,Sweet Chilli Pepper Tortillas,Doritos,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/3168930173199,40,corn tortillas
3302740084690,fish sauce,Duo de poissons riz cuisiné sauce beurre citron,Fleury Michon,Condiment,1,item,bottle/jar,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/3302740084690,40,fish sauce
4311501433393,frozen mango,Mango gewürfelt,EDEKA Herzstücke,Fruit,1,item,bag/can,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/4311501433393,40,frozen mango
3415581520712,fruit cups,Fruit collection Mini Cups,Häagen-Dazs,Fruit,1,item,bag/can,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/3415581520712,40,fruit cups
7622201133337,fruit snacks,Figolu,"LU, Mondelez",Snack,1,item,bag/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/7622201133337,40,fruit snacks
3770037280047,herbal tea,Kombucha,Ciao,Breakfast,1,item,box/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/3770037280047,40,herbal tea
3168930168195,potato chips,Chips paysanne nature,Lay's,Snack,1,item,bag/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/3168930168195,40,potato chips
4002359650178,rice cereal,Vermicelles de Riz,Si Wan,Breakfast,1,item,box/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/4002359650178,40,rice cereal
3700009252574,salad mix,Salade Snacking Bol Italienne 250g MIX,"Mix, Mix buffet",Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/3700009252574,40,salad mix
3270720000308,sunflower seeds,La croquante,Daco Bello,Breakfast,1,item,box/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/3270720000308,40,sunflower seeds
3266980467111,turkey cutlets,Escalpe de dinde à la milanaise,le Gaulois,Protein,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/3266980467111,40,turkey cutlets
8714100766576,vegetable soup,Les classiques - Velouté de 9 légumes,Knorr,Canned Goods,1,can,can/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/8714100766576,40,vegetable soup
8410076470812,wheat bread,Blé Complet Wraps,Old El Paso,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/8410076470812,40,wheat bread
6221007032540,wheat cereal,Cerelac,Nestlé,Breakfast,1,item,box/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/6221007032540,40,wheat cereal
6111242101180,1% milk,uht jaouda 1L,Jaouda,Dairy,1,item,carton,refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/6111242101180,35,1% milk
0025500304212,coffee grounds,Classic Roast Ground Coffee,Folgers,Beverage,1,item,bottle/box,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/0025500304212,35,coffee grounds
20004330,cucumber,Gewürzgurken Auslese,"Freshona, Lidl",Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/20004330,35,cucumber
0813951011502,refrigerated biscuits,Cookie Dough - Oatmeal Chocolate Chip,Laughing Planet,Grain,1,item,bag/box,pantry/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0813951011502,35,refrigerated biscuits
0070328005230,seafood mix,Old Bay Seasoning 12/6 OZ imp,"Mccormick & Co. Inc., Old Bay",Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/0070328005230,35,seafood mix
20724696,almonds,Amandes décortiquées,Alesto,Breakfast,1,item,box/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/20724696,25,almonds
3599741003380,food coloring,Colin d'Alaska MSC façon Fish & Chips,Findus,Spice/Baking,1,item,bottle/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/3599741003380,25,food coloring
20173074,green onions,Crispy Fried Onions,Kania,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/20173074,25,green onions
3608580065340,hazelnuts,Pâte à tartiner noisettes et cacao,Bonne Maman,Breakfast,1,item,box/jar,pantry,Open Food Facts,https://world.openfoodfacts.org/product/3608580065340,25,hazelnuts
20057251,organic eggs,Stéphanie eleveur,Oeufs de france,Dairy,1,item,carton,refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/20057251,25,organic eggs
5056053304720,red onions,Red Onion & Rosemary Sausages,Linda McCartney's,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/5056053304720,25,red onions
3248832967611,scallops,St Jacques fondue de poireaux & Riz Basmati,Marie,Seafood,1,pack,pack,refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/3248832967611,25,scallops
8710496978975,sprinkles,Chocoladehagel melk,De Ruijter,Spice/Baking,1,item,bottle/box,pantry,Open Food Facts,https://world.openfoodfacts.org/product/8710496978975,25,sprinkles
5060482840209,sweet tea,Apple & Raisin Oat Bar,deliciously ella,Beverage,1,item,bottle/box,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/5060482840209,25,sweet tea
6111021090056,tomatoes,Aicha Tomato Paste,Aicha,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/6111021090056,25,tomatoes
5025125000006,potatoes,White Ciabattin,Jason's Sourdough,Vegetable,1,item,bag/can,pantry/refrigerator/freezer,Open Food Facts,https://world.openfoodfacts.org/product/5025125000006,20,potatoes
5449000132277,lemons,fanta tops lemon 1.5l,,Fruit,1,item,bag/can,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/5449000132277,15,lemons
3330720244024,clementines,Oranges Clémentines Citrons sans sucres ajoutés,"Georgelin, Lucien Georgelin",Fruit,1,item,bag/can,pantry/refrigerator,Open Food Facts,https://world.openfoodfacts.org/product/3330720244024,10,clementines
