recipe_name,clean_recipe_name,meal_type,cuisine_type,dish_type,ingredients,main_ingredients,calories,protein,carbs,fat,servings,url,everyday_fit_score
Low-Fat Bread Pudding,Low Fat Bread Pudding,"[""lunch/dinner""]","[""british""]","[""desserts""]","[{'food': 'Bread', 'text': '4 cups Bread cubes', 'weight': 160, 'measure': 'cup', 'quantity': 4}, {'food': 'Applesauce', 'text': '1 cup Applesauce', 'weight': 244, 'measure': 'cup', 'quantity': 1}, {'food': 'Eggs', 'text': '2 Eggs', 'weight': 86, 'measure': '<unit>', 'quantity': 2}, {'food': '1%% milk', 'text': '2 cups 1%% milk', 'weight': 488, 'measure': 'cup', 'quantity': 2}, {'food': 'Sugar', 'text': 'cup Sugar', 'weight': 200, 'measure': 'cup', 'quantity': 1}, {'food': 'Vanilla', 'text': '1 teaspoon Vanilla', 'weight': 4.2, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'Cinnamon', 'text': '1 teaspoon Cinnamon', 'weight': 2.6, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'Nutmeg', 'text': '1/2 teaspoon Nutmeg', 'weight': 1.1, 'measure': 'teaspoon', 'quantity': 0.5}]","['bread', 'applesauce', 'eggs', 'milk', 'sugar', 'vanilla']",1667.11,44.99,331.71,20.84,8.0,http://www.foodista.com/recipe/JX7GTQ33/low-fat-bread-pudding,100
Fast Chicken Over Black Beans and Rice recipes,Fast Chicken Over Black Beans And Rice Recipes,"[""lunch/dinner""]","[""mexican""]","[""main course""]","[{'food': 'white rice', 'text': '1 cup uncooked white rice', 'weight': 195, 'measure': 'cup', 'quantity': 1}, {'food': 'water', 'text': '2 cups water', 'weight': 473.176473, 'measure': 'cup', 'quantity': 2}, {'food': 'salsa', 'text': '1/4 cup salsa, or to taste', 'weight': 64.75, 'measure': 'cup', 'quantity': 0.25}, {'food': 'black beans', 'text': '1 (15 ounce) can black beans, drained', 'weight': 425.242846875, 'measure': 'ounce', 'quantity': 15}, {'food': 'skinless, boneless chicken breast halves', 'text': '2 cooked skinless, boneless chicken breast halves - cut into strips', 'weight': 544, 'measure': '<unit>', 'quantity': 2}, {'food': 'Cheddar cheese', 'text': '1/2 cup shredded Cheddar cheese', 'weight': 56.5, 'measure': 'cup', 'quantity': 0.5}, {'food': 'cilantro', 'text': '1/4 cup chopped fresh cilantro (optional)', 'weight': 4, 'measure': 'cup', 'quantity': 0.25}, {'food': 'sour cream', 'text': '1/4 cup sour cream (optional)', 'weight': 57.5, 'measure': 'cup', 'quantity': 0.25}]","['white rice', 'salsa', 'black beans', 'chicken breast halves', 'cheddar cheese', 'sour cream']",2103.01,176.34,234.24,46.72,4.0,http://allrecipes.com/recipe/220284/fast-chicken-over-black-beans-and-rice/,100
In Your Pantry Shepherd’s Pie,In Your Pantry Shepherd’S Pie,"[""lunch/dinner""]","[""british""]","[""main course""]","[{'food': 'Ground Beef', 'text': '1 pound Ground Beef, Cooked And Seasoned', 'weight': 453.59237, 'measure': 'pound', 'quantity': 1}, {'food': 'Onion', 'text': '¼ cups Finely Diced Onion', 'weight': 40, 'measure': 'cup', 'quantity': 0.25}, {'food': 'Tomato Sauce', 'text': '2 cans (8 Oz. Can) Tomato Sauce (I Like The Italian Style)', 'weight': 226.796185, 'measure': 'can', 'quantity': 1}, {'food': 'Green Beans', 'text': '1 can (15.25 Oz. Can) Cut Green Beans', 'weight': 432.33022765625, 'measure': 'can', 'quantity': 1}, {'food': 'Corn', 'text': '1 can (14.5 Oz. Can) Corn, Drained', 'weight': 411.0680853125, 'measure': 'can', 'quantity': 1}, {'food': 'Mashed Potatoes', 'text': '3 cups Cooked Mashed Potatoes', 'weight': 726, 'measure': 'cup', 'quantity': 3}, {'food': 'Cheese', 'text': '1 cup Shredded Cheese', 'weight': 113, 'measure': 'cup', 'quantity': 1}]","['beef', 'onion', 'tomato sauce', 'green beans', 'corn', 'mashed potatoes', 'cheese']",2733.52,136.36,214.5,155.51,6.0,https://tastykitchen.com/recipes/main-courses/in-your-pantry-shepherde28099s-pie/,100
Spiced Squash Doughnuts Recipe,Spiced Squash Doughnuts Recipe,"[""breakfast""]","[""american""]","[""desserts""]","[{'food': 'all-purpose flour', 'text': '5 cups (22 1/2 ounces) all-purpose flour', 'weight': 637.8642703125, 'measure': 'ounce', 'quantity': 22.5}, {'food': 'baking powder', 'text': '2 1/2 teaspoons baking powder', 'weight': 11.5, 'measure': 'teaspoon', 'quantity': 2.5}, {'food': 'baking soda', 'text': '1/2 teaspoon baking soda', 'weight': 2.3, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'salt', 'text': '1 teaspoon salt', 'weight': 6, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'pumpkin pie spice', 'text': '2 1/2 teaspoons pumpkin pie spice', 'weight': 4.25, 'measure': 'teaspoon', 'quantity': 2.5}, {'food': 'eggs', 'text': '2 large eggs', 'weight': 100, 'measure': '<unit>', 'quantity': 2}, {'food': 'sugar', 'text': '2 cups (14 ounces) sugar, divided', 'weight': 396.89332375, 'measure': 'ounce', 'quantity': 14}, {'food': 'light brown sugar', 'text': '1/2 cup (4 1/2 ounces) light brown sugar, firmly packed', 'weight': 127.5728540625, 'measure': 'ounce', 'quantity': 4.5}, {'food': 'buttermilk', 'text': '1 cup (8 ounces) buttermilk', 'weight': 226.796185, 'measure': 'ounce', 'quantity': 8}, {'food': 'butter', 'text': '2 tablespoons melted butter', 'weight': 28.4, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'vanilla extract', 'text': '1 tablespoon vanilla extract', 'weight': 13, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'squash', 'text': '1 cup (8 ounces) squash puree', 'weight': 226.796185, 'measure': 'ounce', 'quantity': 8}, {'food': 'cinnamon', 'text': '1/2 teaspoon cinnamon', 'weight': 1.3, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'canola oil', 'text': '2 quarts canola oil, for frying', 'weight': 1744, 'measure': 'quart', 'quantity': 2}]","['all purpose flour', 'baking powder', 'baking soda', 'pumpkin pie spice', 'eggs', 'sugar', 'light brown sugar', 'buttermilk', 'butter', 'squash']",7257.86,88.33,1052.32,305.15,33.0,http://www.seriouseats.com/recipes/2013/10/spiced-squash-doughnuts.html,100
Ham-Wrapped Grilled Hot Dogs With Swiss Cheese Sauce,Ham Wrapped Grilled Hot Dogs With Swiss Cheese Sauce,"[""lunch/dinner""]","[""american""]","[""main course""]","[{'food': 'butter', 'text': '2 tablespoons butter', 'weight': 28.4, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'all-purpose flour', 'text': '2 tablespoons all-purpose flour', 'weight': 15.625, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'Dijon mustard', 'text': '1 tablespoon Dijon mustard', 'weight': 15.5625, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'whole milk', 'text': '1 1/4 cups whole milk', 'weight': 305, 'measure': 'cup', 'quantity': 1.25}, {'food': 'Swiss cheese', 'text': '4 ounces shredded Swiss cheese (or Gruyere)', 'weight': 113.3980925, 'measure': 'ounce', 'quantity': 4}, {'food': 'Salt', 'text': 'Salt and pepper', 'weight': 6.95030211, 'measure': None, 'quantity': 0}, {'food': 'pepper', 'text': 'Salt and pepper', 'weight': 3.475151055, 'measure': None, 'quantity': 0}, {'food': 'beef hot dogs', 'text': '6 jumbo (500 to 550 grams) beef hot dogs', 'weight': 525, 'measure': 'gram', 'quantity': 525}, {'food': 'ham', 'text': '1/4 pound sliced ham (deli ham, 6 slices)', 'weight': 113.3980925, 'measure': 'pound', 'quantity': 0.25}, {'food': 'hot dog buns', 'text': '6 jumbo (9 ounces) bread buns (use hot dog buns, buttered then toasted until quite dark)', 'weight': 42, 'measure': 'bun', 'quantity': 1}]","['butter', 'all purpose flour', 'dijon mustard', 'milk', 'swiss cheese', 'beef hot dogs', 'ham', 'hot dog buns']",2735.92,120.02,78.39,215.96,12.0,https://www.recipezazz.com/recipe/ham-wrapped-grilled-hot-dogs-with-swiss-cheese-sauce-20431,100
Red Root Soup,Red Root Soup,"[""lunch/dinner""]","[""american""]","[""soup""]","[{'food': 'shallots', 'text': '6 shallots, peeled and chopped', 'weight': 354.6666666666667, 'measure': '<unit>', 'quantity': 6}, {'food': 'carrots', 'text': '5 carrots, chopped (no need to peel)', 'weight': 305, 'measure': '<unit>', 'quantity': 5}, {'food': 'beets', 'text': '2 beets, peeled and chopped', 'weight': 164, 'measure': '<unit>', 'quantity': 2}, {'food': 'russet potatoes', 'text': '2 russet potatoes, peeled and chopped', 'weight': 489.911111111111, 'measure': '<unit>', 'quantity': 2}, {'food': 'leeks', 'text': '4 leeks, rinsed and chopped (white parts, and some green)', 'weight': 356, 'measure': '<unit>', 'quantity': 4}, {'food': 'parsley', 'text': '1 cup fresh parsley, chopped', 'weight': 60, 'measure': 'cup', 'quantity': 1}, {'food': 'garlic', 'text': '2 garlic cloves, peeled', 'weight': 6, 'measure': 'clove', 'quantity': 2}, {'food': 'low sodium chicken broth', 'text': '3 cups low sodium chicken broth', 'weight': 720, 'measure': 'cup', 'quantity': 3}, {'food': 'water', 'text': '4 cups water', 'weight': 946.352946, 'measure': 'cup', 'quantity': 4}, {'food': 'nonfat milk', 'text': '2 cups nonfat milk', 'weight': 494, 'measure': 'cup', 'quantity': 2}, {'food': 'curry powder', 'text': '1 teaspoon curry powder (or to taste)', 'weight': 2, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'Salt', 'text': 'Salt and pepper, to taste', 'weight': 23.93883434265734, 'measure': None, 'quantity': 0}, {'food': 'pepper', 'text': 'Salt and pepper, to taste', 'weight': 11.96941717132867, 'measure': None, 'quantity': 0}, {'food': 'nonfat yogurt', 'text': '6 tablespoons nonfat yogurt, plain', 'weight': 91.87499999844667, 'measure': 'tablespoon', 'quantity': 6}]","['shallots', 'carrots', 'beets', 'russet potatoes', 'leeks', 'garlic', 'low sodium chicken broth', 'nonfat milk', 'curry powder', 'nonfat yogurt']",1461.75,70.32,297.92,9.37,6.0,https://www.recipezazz.com/recipe/red-root-soup-10649,100
Shrimp and Deviled-Egg Salad Rolls,Shrimp And Deviled Egg Salad Rolls,"[""lunch/dinner""]","[""american""]","[""main course""]","[{'food': 'Kosher salt', 'text': 'Kosher salt', 'weight': 8.346565164160824, 'measure': None, 'quantity': 0}, {'food': 'shrimp', 'text': '1 pound large shell-on shrimp, deveined', 'weight': 453.59237, 'measure': 'pound', 'quantity': 1}, {'food': 'eggs', 'text': '6 large eggs', 'weight': 300, 'measure': '<unit>', 'quantity': 6}, {'food': 'bacon', 'text': '2 ounces slab bacon or 2 strips thick-cut bacon, finely diced', 'weight': 56.69904625, 'measure': 'ounce', 'quantity': 2}, {'food': 'mayonnaise', 'text': '1/4 cup plus 2 tablespoons mayonnaise', 'weight': 57.75, 'measure': 'cup', 'quantity': 0.25}, {'food': 'mayonnaise', 'text': '1/4 cup plus 2 tablespoons mayonnaise', 'weight': 28.875, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'hot sauce', 'text': '1 tablespoon hot sauce', 'weight': 14.39999999902616, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'dijon mustard', 'text': '2 teaspoons dijon mustard', 'weight': 10, 'measure': 'teaspoon', 'quantity': 2}, {'food': 'pepper', 'text': 'Freshly ground pepper', 'weight': 4.173282582080412, 'measure': None, 'quantity': 0}, {'food': 'butter lettuce', 'text': '4 butter lettuce leaves, halved', 'weight': 20, 'measure': 'leaf', 'quantity': 4}, {'food': 'tomatoes', 'text': '2 vine-ripened tomatoes, cut into 8 slices', 'weight': 246, 'measure': '<unit>', 'quantity': 2}, {'food': 'hot-dog buns', 'text': '4 top-loading hot-dog buns, halved crosswise', 'weight': 176, 'measure': '<unit>', 'quantity': 4}, {'food': 'scallions', 'text': '2 scallions, finely sliced', 'weight': 27.77777777777778, 'measure': '<unit>', 'quantity': 2}]","['shrimp', 'eggs', 'bacon', 'mayonnaise', 'hot sauce', 'dijon mustard', 'butter lettuce', 'tomatoes', 'hot dog buns', 'scallions']",2201.69,157.76,105.9,126.57,8.0,https://www.foodnetwork.com/recipes/shrimp-and-deviled-egg-salad-rolls-recipe-1972666,100
Slow Cooker Classic Baked Beans recipes,Slow Cooker Classic Baked Beans Recipes,"[""lunch/dinner""]","[""indian""]","[""main course""]","[{'food': 'navy beans', 'text': '3 cups soaked dried navy beans (about 1 1/2 cups dried)', 'weight': 624, 'measure': 'cup', 'quantity': 3}, {'food': 'onion', 'text': '1 onion chopped', 'weight': 125, 'measure': '<unit>', 'quantity': 1}, {'food': 'bacon', 'text': '6 strips bacon chopped', 'weight': 174, 'measure': 'strip', 'quantity': 6}, {'food': 'tomato juice', 'text': '1 1/3 cup tomato juice (about one 540 mL can)', 'weight': 555.0909966734546, 'measure': 'milliliter', 'quantity': 540}, {'food': 'brown sugar', 'text': '1/2 cup packed brown sugar', 'weight': 110, 'measure': 'cup', 'quantity': 0.5}, {'food': 'tomato paste', 'text': '1/4 cup tomato paste', 'weight': 66, 'measure': 'cup', 'quantity': 0.25}, {'food': 'molasses', 'text': '3 tablespoons fancy molasses', 'weight': 63.1875, 'measure': 'tablespoon', 'quantity': 3}, {'food': 'soy sauce', 'text': '4 teaspoons sodium-reduced soy sauce', 'weight': 21.2, 'measure': 'teaspoon', 'quantity': 4}, {'food': 'garlic powder', 'text': '1 tablespoon each garlic powder and dry mustard', 'weight': 9.7, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'dry mustard', 'text': '1 tablespoon each garlic powder and dry mustard', 'weight': 6.3, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'salt', 'text': '1 teaspoon salt', 'weight': 6, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'pepper', 'text': '1/2 teaspoon pepper', 'weight': 1.45, 'measure': 'teaspoon', 'quantity': 0.5}]","['navy beans', 'onion', 'bacon', 'tomato juice', 'brown sugar', 'tomato paste', 'molasses', 'soy sauce', 'dry mustard']",3665.42,177.2,589.05,78.54,16.0,http://www.canadianliving.com/food/recipe/slow-cooker-classic-baked-beans?utm_campaign=263103_TK_Newsletter_July_31st__B&utm_medium=email&utm_source=canadian-living_Food-All_Users,100
Venetian Carrot Cake,Venetian Carrot Cake,"[""lunch/dinner""]","[""american""]","[""desserts""]","[{'food': 'olive oil', 'text': '1/2 cup regular olive oil, not extra-virgin, plus more for oiling pan', 'weight': 108, 'measure': 'cup', 'quantity': 0.5}, {'food': 'pine nuts', 'text': '3 tablespoons pine nuts', 'weight': 25.3125, 'measure': 'tablespoon', 'quantity': 3}, {'food': 'carrots', 'text': '2 medium carrots, grated (about 2 cups)', 'weight': 244, 'measure': 'cup', 'quantity': 2}, {'food': 'sultanas', 'text': '1/2 cup golden sultanas', 'weight': 72.5, 'measure': 'cup', 'quantity': 0.5}, {'food': 'rum', 'text': '1/4 cup rum', 'weight': 56, 'measure': 'cup', 'quantity': 0.25}, {'food': 'superfine sugar', 'text': '3/4 cup superfine sugar', 'weight': 144, 'measure': 'cup', 'quantity': 0.75}, {'food': 'vanilla extract', 'text': '1 teaspoon vanilla extract', 'weight': 4.2, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'eggs', 'text': '3 eggs', 'weight': 129, 'measure': '<unit>', 'quantity': 3}, {'food': 'almond meal/flour', 'text': '2 1/2 cups almond meal/flour', 'weight': 280, 'measure': 'cup', 'quantity': 2.5}, {'food': 'ground nutmeg', 'text': '1/2 teaspoon ground nutmeg', 'weight': 1.1, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'lemon', 'text': '1/2 lemon, zest finely grated and juiced', 'weight': 42, 'measure': '<unit>', 'quantity': 0.5}, {'food': 'lemon', 'text': '1/2 lemon, zest finely grated and juiced', 'weight': 42, 'measure': '<unit>', 'quantity': 0.5}, {'food': 'mascarpone', 'text': '1 cup mascarpone', 'weight': 228, 'measure': 'cup', 'quantity': 1}, {'food': ""confectioners' sugar"", 'text': ""2 teaspoons confectioners' sugar"", 'weight': 5, 'measure': 'teaspoon', 'quantity': 2}, {'food': 'rum', 'text': '2 tablespoons rum', 'weight': 27.79999999952999, 'measure': 'tablespoon', 'quantity': 2}]","['pine nuts', 'carrots', 'sultanas', 'rum', 'superfine sugar', 'eggs', 'almond meal flour', 'lemon', 'mascarpone', 'confectioners sugar']",4866.18,101.77,306.84,357.22,10.0,https://www.foodnetwork.com/recipes/nigella-lawson/venetian-carrot-cake-recipe-2118276,100
Ham and Cheese Sliders Recipe,Ham And Cheese Sliders Recipe,"[""lunch/dinner""]","[""american""]","[""sandwiches""]","[{'food': 'dinner rolls', 'text': '12 dinner rolls', 'weight': 1032, 'measure': '<unit>', 'quantity': 12}, {'food': 'ham', 'text': '18 slices deli ham', 'weight': 504, 'measure': 'slice', 'quantity': 18}, {'food': 'Swiss cheese', 'text': '6 slices Swiss cheese', 'weight': 168, 'measure': 'slice', 'quantity': 6}, {'food': 'butter', 'text': '5 Tbsp butter', 'weight': 71, 'measure': 'tablespoon', 'quantity': 5}, {'food': 'onion', 'text': '1 Tbsp onion, finely minced', 'weight': 10, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'mustard', 'text': '1 Tbsp spicy brown mustard', 'weight': 15.5625, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'brown sugar', 'text': '3 tsp brown sugar', 'weight': 9, 'measure': 'teaspoon', 'quantity': 3}, {'food': 'Worcestershire sauce', 'text': '1/2 tsp Worcestershire sauce', 'weight': 2.864583333478628, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'kosher salt', 'text': '1/4 tsp kosher salt', 'weight': 1.213541666728219, 'measure': 'teaspoon', 'quantity': 0.25}, {'food': 'poppy seeds', 'text': 'poppy seeds', 'weight': 54.4092187500062, 'measure': None, 'quantity': 0}]","['dinner rolls', 'ham', 'swiss cheese', 'butter', 'onion', 'mustard', 'brown sugar', 'worcestershire sauce', 'poppy seeds']",5530.46,252.61,583.91,243.95,18.0,https://completerecipes.com/ham-and-cheese-sliders-recipe.html,100
Handmade Ricotta Gnocchi with Shiitake Mushrooms in Brown Butter Sage Sauce,Handmade Ricotta Gnocchi With Shiitake Mushrooms In Brown Butter Sage Sauce,"[""lunch/dinner""]","[""italian""]","[""main course""]","[{'food': 'Ricotta Cheese', 'text': '1 cup good quality Ricotta Cheese', 'weight': 248, 'measure': 'cup', 'quantity': 1}, {'food': 'flour', 'text': '1/2 cup flour, plus 2 or more tbs for dusting', 'weight': 62.5, 'measure': 'cup', 'quantity': 0.5}, {'food': 'flour', 'text': '1/2 cup flour, plus 2 or more tbs for dusting', 'weight': 15.62499999973583, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'egg yolks', 'text': '3 egg yolks', 'weight': 40.4, 'measure': '<unit>', 'quantity': 3}, {'food': 'Parmesan cheese', 'text': '1 & 1/3 cups freshly grated Parmesan cheese', 'weight': 148.70625, 'measure': 'cup', 'quantity': 1}, {'food': 'Shiitake mushrooms', 'text': '8 to 10 ounces Shiitake mushrooms', 'weight': 255.145708125, 'measure': 'ounce', 'quantity': 9}, {'food': 'parsley', 'text': '1 & 1/2 tablespoons minced parsley', 'weight': 3.8, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'olive oil', 'text': '2 tablespoons olive oil', 'weight': 27, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'garlic', 'text': '2 garlic cloves, peeled and crushed', 'weight': 6, 'measure': 'clove', 'quantity': 2}, {'food': 'sage', 'text': '10 to 15 sage leaves, coarsely chopped or left whole if small', 'weight': 12.5, 'measure': 'leaf', 'quantity': 12.5}, {'food': 'kosher salt', 'text': 'kosher salt (or Maldon) to taste', 'weight': 4.918061748748415, 'measure': None, 'quantity': 0}]","['ricotta cheese', 'flour', 'egg yolks', 'parmesan cheese', 'shiitake mushrooms', 'garlic']",1744.5,93.94,111.02,103.85,6.0,https://food52.com/recipes/39554-handmade-ricotta-gnocchi-with-shiitake-mushrooms-in-brown-butter-sage-sauce,100
Indian Tofu With Spinach,Indian Tofu With Spinach,"[""lunch/dinner""]","[""indian"",""asian""]","[""main course""]","[{'food': 'firm tofu', 'text': '3/4 pound firm tofu, cut into 1-inch cubes', 'weight': 340.1942775, 'measure': 'pound', 'quantity': 0.75}, {'food': 'canola oil', 'text': '2 tablespoons canola oil', 'weight': 28, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'red onion', 'text': '1/2 cup coarsely chopped shallot or red onion', 'weight': 80, 'measure': 'cup', 'quantity': 0.5}, {'food': 'fresh ginger', 'text': '4 lengthwise slices peeled fresh ginger (2 inches long, 1 inch wide, 1/8 inch thick), coarsely chopped', 'weight': 8.8, 'measure': 'slice', 'quantity': 4}, {'food': 'cumin seeds', 'text': '1 teaspoon cumin seeds', 'weight': 2.1, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'fennel seeds', 'text': '1/2 teaspoon fennel seeds', 'weight': 1, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'dried red chilies', 'text': '2 whole dried red chilies, like Thai, cayenne or arbol', 'weight': 1, 'measure': '<unit>', 'quantity': 2}, {'food': 'coriander seeds', 'text': '1 tablespoon coriander seeds, ground', 'weight': 5, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'Salt', 'text': 'Salt to taste', 'weight': 7.7540969950005, 'measure': None, 'quantity': 0}, {'food': 'cayenne', 'text': '1/4 teaspoon cayenne', 'weight': 0.45, 'measure': 'teaspoon', 'quantity': 0.25}, {'food': 'ground turmeric', 'text': '1/4 teaspoon ground turmeric', 'weight': 0.75, 'measure': 'teaspoon', 'quantity': 0.25}, {'food': 'spinach', 'text': '1 1/2 pounds fresh spinach, stems trimmed at the end and washed in 2 changes of water, or 12 ounces baby spinach, rinsed', 'weight': 680.388555, 'measure': 'pound', 'quantity': 1.5}, {'food': 'drained yogurt', 'text': '1/2 cup drained yogurt', 'weight': 144, 'measure': 'cup', 'quantity': 0.5}, {'food': 'cornstarch', 'text': '1/4 teaspoon cornstarch', 'weight': 0.66666666675, 'measure': 'teaspoon', 'quantity': 0.25}]","['firm tofu', 'red onion', 'cumin seeds', 'fennel seeds', 'red chilies', 'coriander seeds', 'spinach', 'drained yogurt', 'cornstarch']",1093.99,91.25,54.21,69.76,4.0,https://recipes.sparkpeople.com/recipe-detail.asp?recipe=2077674,100
Crustless Quiche Recipe For Your Next Brunch (VIDEO),Crustless Quiche Recipe For Your Next Brunch (Video),"[""brunch""]","[""french""]","[""starter""]","[{'food': 'carrots', 'text': '3 medium rainbow carrots, grated', 'weight': 183, 'measure': '<unit>', 'quantity': 3}, {'food': 'zucchini', 'text': '2 medium zucchini, grated', 'weight': 392, 'measure': '<unit>', 'quantity': 2}, {'food': 'spinach', 'text': '2 cups baby spinach', 'weight': 19.99999999999998, 'measure': 'cup', 'quantity': 2}, {'food': 'eggs', 'text': '6 eggs', 'weight': 258, 'measure': '<unit>', 'quantity': 6}, {'food': 'egg whites', 'text': '1 cup egg whites', 'weight': 243, 'measure': 'cup', 'quantity': 1}, {'food': 'dried thyme', 'text': '½ tbsp dried thyme', 'weight': 1.35, 'measure': 'tablespoon', 'quantity': 0.5}, {'food': 'Salt', 'text': 'Salt and pepper', 'weight': 6.584099999999999, 'measure': None, 'quantity': 0}, {'food': 'pepper', 'text': 'Salt and pepper', 'weight': 3.29205, 'measure': None, 'quantity': 0}, {'food': 'Coconut oil', 'text': 'Coconut oil spray', 'weight': 14.92396, 'measure': None, 'quantity': 0}]","['carrots', 'zucchini', 'spinach', 'eggs', 'egg whites', 'coconut oil']",786.68,66.48,37.05,41.72,6.0,http://www.lookytasty.com/crustless-quiche-recipe-video/,100
Castello Summer of Blue — Blue Cheese and Buttered Pear Ice Cream,Castello Summer Of Blue — Blue Cheese And Buttered Pear Ice Cream,"[""snack""]","[""american""]","[""desserts""]","[{'food': 'blue cheese', 'text': ""6 oz Castello's Danish blue cheese"", 'weight': 170.09713875, 'measure': 'ounce', 'quantity': 6}, {'food': 'half and half', 'text': '1 cup half and half', 'weight': 242, 'measure': 'cup', 'quantity': 1}, {'food': 'egg yolks', 'text': '2 egg yolks', 'weight': 26.93333333333333, 'measure': '<unit>', 'quantity': 2}, {'food': 'sweetened condensed milk', 'text': '½ cup sweetened condensed milk', 'weight': 153, 'measure': 'cup', 'quantity': 0.5}, {'food': 'light brown sugar', 'text': '1 T light brown sugar or maple sugar', 'weight': 3, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'pear', 'text': '1 ripe pear, cubed into 1 inch pieces', 'weight': 186.4444444444445, 'measure': '<unit>', 'quantity': 1}, {'food': 'butter', 'text': '3 T butter', 'weight': 14.18750000071961, 'measure': 'teaspoon', 'quantity': 3}]","['blue cheese', 'half and half', 'egg yolks', 'sweetened condensed milk', 'light brown sugar', 'pear', 'butter']",1714.72,61.16,129.88,108.86,8.0,https://honestcooking.com/castello-summer-blue-blue-cheese-buttered-pear-ice-cream,100
Peas and Pistachio Chelow Rice,Peas And Pistachio Chelow Rice,"[""lunch/dinner""]","[""american""]","[""main course""]","[{'food': 'basmati rice', 'text': '300 g basmati rice', 'weight': 300, 'measure': 'gram', 'quantity': 300}, {'food': 'sea salt', 'text': '2 tablespoons sea salt', 'weight': 29.12499999950759, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'peas', 'text': '350 g peas', 'weight': 350, 'measure': 'gram', 'quantity': 350}, {'food': 'rapeseed oil', 'text': '70 ml rapeseed oil', 'weight': 64.50024830376552, 'measure': 'milliliter', 'quantity': 70}, {'food': 'Spanish onion', 'text': '1 large Spanish onion chopped', 'weight': 150, 'measure': '<unit>', 'quantity': 1}, {'food': 'flour', 'text': '1 tablespoon flour', 'weight': 7.812499999867915, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'dill', 'text': '1 bunch of dill chopped', 'weight': 2.4, 'measure': 'bunch', 'quantity': 1}, {'food': 'pistachio nuts', 'text': '100 g pistachio nuts', 'weight': 100, 'measure': 'gram', 'quantity': 100}, {'food': 'unsalted butter', 'text': '40 g unsalted butter', 'weight': 40, 'measure': 'gram', 'quantity': 40}, {'food': 'garlic', 'text': '1 garlic clove', 'weight': 3, 'measure': 'clove', 'quantity': 1}, {'food': 'lemon peel', 'text': '1 strip of lemon peel', 'weight': 2, 'measure': 'strip', 'quantity': 1}, {'food': 'oil', 'text': 'Neutral oil e.g. sunflower or rapeseed', 'weight': 1, 'measure': 'gram', 'quantity': 1}]","['basmati rice', 'peas', 'rapeseed oil', 'spanish onion', 'flour', 'dill', 'pistachio nuts', 'unsalted butter', 'garlic', 'lemon peel']",2899.2,63.66,339.08,146.89,10.0,https://honestcooking.com/peas-pistachio-chelow-rice,100
